"recording_id","file_name","recording_file_path","annotation_file_path","unique_code","espece","date"
21135,"Aves_BN8812Cassag31FR_18V2021_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8812Cassag31FR_18V2021_1616.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8812Cassag31FR_18V2021_1616.txt","Aves_BN8812Cassag31FR_18V2021_1616","Phylloscopus collybita","18/05/2021"
21136,"Aves_BN8813Cassag31FR_18V2021_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8813Cassag31FR_18V2021_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8813Cassag31FR_18V2021_1717.txt","Aves_BN8813Cassag31FR_18V2021_1717","Phylloscopus collybita","18/05/2021"
21137,"Aves_BN8814Cassag31FR_18V2021_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8814Cassag31FR_18V2021_1717.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8814Cassag31FR_18V2021_1717.txt","Aves_BN8814Cassag31FR_18V2021_1717","Phylloscopus collybita","18/05/2021"
21138,"Aves_BN8815Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8815Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8815Cassag31FR_18V2021_1818.txt","Aves_BN8815Cassag31FR_18V2021_1818","Phylloscopus collybita","18/05/2021"
21139,"Aves_BN8816Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8816Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8816Cassag31FR_18V2021_1818.txt","Aves_BN8816Cassag31FR_18V2021_1818","Phylloscopus collybita","18/05/2021"
21140,"Aves_BN8817Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8817Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8817Cassag31FR_18V2021_1818.txt","Aves_BN8817Cassag31FR_18V2021_1818","Phylloscopus collybita","18/05/2021"
21141,"Aves_BN8818Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8818Cassag31FR_18V2021_1818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8818Cassag31FR_18V2021_1818.txt","Aves_BN8818Cassag31FR_18V2021_1818","Phylloscopus collybita","18/05/2021"
21142,"Aves_BN8819Cassag31FR_18V2021_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8819Cassag31FR_18V2021_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8819Cassag31FR_18V2021_1919.txt","Aves_BN8819Cassag31FR_18V2021_1919","Phylloscopus collybita","18/05/2021"
21143,"Aves_BN8820Cassag31FR_18V2021_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8820Cassag31FR_18V2021_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8820Cassag31FR_18V2021_1919.txt","Aves_BN8820Cassag31FR_18V2021_1919","Phylloscopus collybita","18/05/2021"
21144,"Aves_BN8821Cassag31FR_18V2021_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8821Cassag31FR_18V2021_1919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8821Cassag31FR_18V2021_1919.txt","Aves_BN8821Cassag31FR_18V2021_1919","Phylloscopus collybita","18/05/2021"
21145,"Aves_BN8822Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8822Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8822Cassag31FR_18V2021_2020.txt","Aves_BN8822Cassag31FR_18V2021_2020","Phylloscopus collybita","18/05/2021"
21146,"Aves_BN8823Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8823Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8823Cassag31FR_18V2021_2020.txt","Aves_BN8823Cassag31FR_18V2021_2020","Phylloscopus collybita","18/05/2021"
21147,"Aves_BN8824Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8824Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8824Cassag31FR_18V2021_2020.txt","Aves_BN8824Cassag31FR_18V2021_2020","Phylloscopus collybita","18/05/2021"
21148,"Aves_BN8825Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8825Cassag31FR_18V2021_2020.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8825Cassag31FR_18V2021_2020.txt","Aves_BN8825Cassag31FR_18V2021_2020","Phylloscopus collybita","18/05/2021"
21149,"Aves_BN8826Cassag31FR_18V2021_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8826Cassag31FR_18V2021_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8826Cassag31FR_18V2021_2525.txt","Aves_BN8826Cassag31FR_18V2021_2525","Phylloscopus collybita","18/05/2021"
21150,"Aves_BN8827Cassag31FR_18V2021_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8827Cassag31FR_18V2021_2525.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8827Cassag31FR_18V2021_2525.txt","Aves_BN8827Cassag31FR_18V2021_2525","Phylloscopus collybita","18/05/2021"
21151,"Aves_BN8934Boussa31FR_22IV2019_0710.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8934Boussa31FR_22IV2019_0710.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8934Boussa31FR_22IV2019_0710.txt","Aves_BN8934Boussa31FR_22IV2019_0710","Phylloscopus collybita","22/04/2019"
21152,"Aves_BN8991Boussa31FR_22IV2019_0806.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8991Boussa31FR_22IV2019_0806.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN8991Boussa31FR_22IV2019_0806.txt","Aves_BN8991Boussa31FR_22IV2019_0806","Phylloscopus collybita","22/04/2019"
21153,"Aves_BN9004Boussa31FR_22IV2019_0818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9004Boussa31FR_22IV2019_0818.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9004Boussa31FR_22IV2019_0818.txt","Aves_BN9004Boussa31FR_22IV2019_0818","Phylloscopus collybita","22/04/2019"
21154,"Aves_BN9015Boussa31FR_22IV2019_0828.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9015Boussa31FR_22IV2019_0828.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9015Boussa31FR_22IV2019_0828.txt","Aves_BN9015Boussa31FR_22IV2019_0828","Phylloscopus collybita","22/04/2019"
21155,"Aves_BN9017Boussa31FR_22IV2019_0828.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9017Boussa31FR_22IV2019_0828.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9017Boussa31FR_22IV2019_0828.txt","Aves_BN9017Boussa31FR_22IV2019_0828","Phylloscopus collybita","22/04/2019"
21156,"Aves_BN9018Boussa31FR_22IV2019_0829.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9018Boussa31FR_22IV2019_0829.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9018Boussa31FR_22IV2019_0829.txt","Aves_BN9018Boussa31FR_22IV2019_0829","Phylloscopus collybita","22/04/2019"
21157,"Aves_BN9044Boussa31FR_22IV2019_0918.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9044Boussa31FR_22IV2019_0918.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9044Boussa31FR_22IV2019_0918.txt","Aves_BN9044Boussa31FR_22IV2019_0918","Phylloscopus collybita","22/04/2019"
21158,"Aves_BN9046Boussa31FR_22IV2019_0919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9046Boussa31FR_22IV2019_0919.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9046Boussa31FR_22IV2019_0919.txt","Aves_BN9046Boussa31FR_22IV2019_0919","Phylloscopus collybita","22/04/2019"
21159,"Aves_BN9052Boussa31FR_22IV2019_0921.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9052Boussa31FR_22IV2019_0921.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9052Boussa31FR_22IV2019_0921.txt","Aves_BN9052Boussa31FR_22IV2019_0921","Phylloscopus collybita","22/04/2019"
21160,"Aves_BN9054Boussa31FR_22IV2019_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9054Boussa31FR_22IV2019_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9054Boussa31FR_22IV2019_0922.txt","Aves_BN9054Boussa31FR_22IV2019_0922","Phylloscopus collybita","22/04/2019"
21161,"Aves_BN9055Boussa31FR_22IV2019_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9055Boussa31FR_22IV2019_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9055Boussa31FR_22IV2019_0922.txt","Aves_BN9055Boussa31FR_22IV2019_0922","Phylloscopus collybita","22/04/2019"
21162,"Aves_BN9056Boussa31FR_22IV2019_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9056Boussa31FR_22IV2019_0922.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9056Boussa31FR_22IV2019_0922.txt","Aves_BN9056Boussa31FR_22IV2019_0922","Phylloscopus collybita","22/04/2019"
21163,"Aves_BN9057Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9057Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9057Boussa31FR_22IV2019_0923.txt","Aves_BN9057Boussa31FR_22IV2019_0923","Phylloscopus collybita","22/04/2019"
21164,"Aves_BN9058Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9058Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9058Boussa31FR_22IV2019_0923.txt","Aves_BN9058Boussa31FR_22IV2019_0923","Phylloscopus collybita","22/04/2019"
21165,"Aves_BN9059Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9059Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9059Boussa31FR_22IV2019_0923.txt","Aves_BN9059Boussa31FR_22IV2019_0923","Phylloscopus collybita","22/04/2019"
21166,"Aves_BN9060Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9060Boussa31FR_22IV2019_0923.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9060Boussa31FR_22IV2019_0923.txt","Aves_BN9060Boussa31FR_22IV2019_0923","Phylloscopus collybita","22/04/2019"
21167,"Aves_BN9061Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9061Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9061Boussa31FR_22IV2019_0924.txt","Aves_BN9061Boussa31FR_22IV2019_0924","Phylloscopus collybita","22/04/2019"
21168,"Aves_BN9062Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9062Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9062Boussa31FR_22IV2019_0924.txt","Aves_BN9062Boussa31FR_22IV2019_0924","Phylloscopus collybita","22/04/2019"
21169,"Aves_BN9063Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9063Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9063Boussa31FR_22IV2019_0924.txt","Aves_BN9063Boussa31FR_22IV2019_0924","Phylloscopus collybita","22/04/2019"
21170,"Aves_BN9064Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9064Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9064Boussa31FR_22IV2019_0924.txt","Aves_BN9064Boussa31FR_22IV2019_0924","Phylloscopus collybita","22/04/2019"
21171,"Aves_BN9065Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9065Boussa31FR_22IV2019_0924.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9065Boussa31FR_22IV2019_0924.txt","Aves_BN9065Boussa31FR_22IV2019_0924","Phylloscopus collybita","22/04/2019"
21172,"Aves_BN9066Boussa31FR_22IV2019_0925.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9066Boussa31FR_22IV2019_0925.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9066Boussa31FR_22IV2019_0925.txt","Aves_BN9066Boussa31FR_22IV2019_0925","Phylloscopus collybita","22/04/2019"
21173,"Aves_BN9068Boussa31FR_22IV2019_0925.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9068Boussa31FR_22IV2019_0925.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9068Boussa31FR_22IV2019_0925.txt","Aves_BN9068Boussa31FR_22IV2019_0925","Phylloscopus collybita","22/04/2019"
21174,"Aves_BN9071Boussa31FR_22IV2019_0926.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9071Boussa31FR_22IV2019_0926.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9071Boussa31FR_22IV2019_0926.txt","Aves_BN9071Boussa31FR_22IV2019_0926","Phylloscopus collybita","22/04/2019"
21175,"Aves_BN9072Boussa31FR_22IV2019_0926.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9072Boussa31FR_22IV2019_0926.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9072Boussa31FR_22IV2019_0926.txt","Aves_BN9072Boussa31FR_22IV2019_0926","Phylloscopus collybita","22/04/2019"
21176,"Aves_BN9073Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9073Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9073Boussa31FR_22IV2019_0927.txt","Aves_BN9073Boussa31FR_22IV2019_0927","Phylloscopus collybita","22/04/2019"
21177,"Aves_BN9074Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9074Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9074Boussa31FR_22IV2019_0927.txt","Aves_BN9074Boussa31FR_22IV2019_0927","Phylloscopus collybita","22/04/2019"
21178,"Aves_BN9075Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9075Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9075Boussa31FR_22IV2019_0927.txt","Aves_BN9075Boussa31FR_22IV2019_0927","Phylloscopus collybita","22/04/2019"
21179,"Aves_BN9076Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9076Boussa31FR_22IV2019_0927.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9076Boussa31FR_22IV2019_0927.txt","Aves_BN9076Boussa31FR_22IV2019_0927","Phylloscopus collybita","22/04/2019"
21180,"Aves_BN9077Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9077Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9077Boussa31FR_22IV2019_0928.txt","Aves_BN9077Boussa31FR_22IV2019_0928","Phylloscopus collybita","22/04/2019"
21181,"Aves_BN9078Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9078Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9078Boussa31FR_22IV2019_0928.txt","Aves_BN9078Boussa31FR_22IV2019_0928","Phylloscopus collybita","22/04/2019"
21182,"Aves_BN9079Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9079Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9079Boussa31FR_22IV2019_0928.txt","Aves_BN9079Boussa31FR_22IV2019_0928","Phylloscopus collybita","22/04/2019"
21183,"Aves_BN9080Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9080Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9080Boussa31FR_22IV2019_0928.txt","Aves_BN9080Boussa31FR_22IV2019_0928","Phylloscopus collybita","22/04/2019"
21184,"Aves_BN9081Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9081Boussa31FR_22IV2019_0928.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9081Boussa31FR_22IV2019_0928.txt","Aves_BN9081Boussa31FR_22IV2019_0928","Phylloscopus collybita","22/04/2019"
21185,"Aves_BN9082Boussa31FR_22IV2019_0929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9082Boussa31FR_22IV2019_0929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9082Boussa31FR_22IV2019_0929.txt","Aves_BN9082Boussa31FR_22IV2019_0929","Phylloscopus collybita","22/04/2019"
21186,"Aves_BN9083Boussa31FR_22IV2019_0929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9083Boussa31FR_22IV2019_0929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9083Boussa31FR_22IV2019_0929.txt","Aves_BN9083Boussa31FR_22IV2019_0929","Phylloscopus collybita","22/04/2019"
21187,"Aves_BN9084Boussa31FR_22IV2019_0929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9084Boussa31FR_22IV2019_0929.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9084Boussa31FR_22IV2019_0929.txt","Aves_BN9084Boussa31FR_22IV2019_0929","Phylloscopus collybita","22/04/2019"
21188,"Aves_BN9089Boussa31FR_22IV2019_1010.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9089Boussa31FR_22IV2019_1010.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9089Boussa31FR_22IV2019_1010.txt","Aves_BN9089Boussa31FR_22IV2019_1010","Phylloscopus collybita","22/04/2019"
21189,"Aves_BN9091Boussa31FR_22IV2019_1111.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9091Boussa31FR_22IV2019_1111.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9091Boussa31FR_22IV2019_1111.txt","Aves_BN9091Boussa31FR_22IV2019_1111","Phylloscopus collybita","22/04/2019"
21190,"Aves_BN9092Boussa31FR_22IV2019_1111.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9092Boussa31FR_22IV2019_1111.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9092Boussa31FR_22IV2019_1111.txt","Aves_BN9092Boussa31FR_22IV2019_1111","Phylloscopus collybita","22/04/2019"
21191,"Aves_BN9094Boussa31FR_22IV2019_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9094Boussa31FR_22IV2019_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9094Boussa31FR_22IV2019_1212.txt","Aves_BN9094Boussa31FR_22IV2019_1212","Phylloscopus collybita","22/04/2019"
21192,"Aves_BN9095Boussa31FR_22IV2019_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9095Boussa31FR_22IV2019_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9095Boussa31FR_22IV2019_1212.txt","Aves_BN9095Boussa31FR_22IV2019_1212","Phylloscopus collybita","22/04/2019"
21193,"Aves_BN9096Boussa31FR_22IV2019_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9096Boussa31FR_22IV2019_1212.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9096Boussa31FR_22IV2019_1212.txt","Aves_BN9096Boussa31FR_22IV2019_1212","Phylloscopus collybita","22/04/2019"
21194,"Aves_BN9097Boussa31FR_22IV2019_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9097Boussa31FR_22IV2019_1313.wav","Enregistrements opportunistes/Aves/David Funosas/Identifications validées de BirdNET/Phylloscopus collybita/Sons/Aves_BN9097Boussa31FR_22IV2019_1313.txt","Aves_BN9097Boussa31FR_22IV2019_1313","Phylloscopus collybita","22/04/2019"
